epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3999,,,,,,47.33,7.3,548,4000,0.9
156,623900,259.548714,246.610125,-84.583900,78.0292,78.0236,610.0924,660.7619,3.8502,242.06,28.2,138,624000,83.6
157,627900,257.123212,245.340813,-84.651459,78.4812,78.4896,636.8309,700.0716,5.4296,244.96,28.5,144,628000,84.2
158,631900,262.387951,248.384273,-85.475916,78.9377,78.9355,647.0228,697.0603,4.9447,245.75,28.6,139,632000,84.7
159,635900,257.883734,243.670337,-85.817963,79.4804,79.4728,591.6287,643.7060,6.8070,236.07,27.6,138,636000,85.3
160,639900,,,,,,,,,245.65,28.6,148,640000,85.5
161,643900,267.156566,252.415160,-86.400110,79.7959,79.7928,678.2552,715.6853,4.9286,230.12,26.9,143,644000,86.2
162,647900,253.830660,240.015684,-87.093784,80.7463,80.7475,622.3102,650.0854,5.1602,246.27,28.6,147,648000,86.8
163,651900,262.538607,248.066068,-87.474346,80.6084,80.6105,677.4870,748.3636,7.7561,237.27,27.7,141,652000,87.4
164,655900,272.259177,258.473997,-87.690234,81.4673,81.4856,823.1400,856.8012,8.8915,239.30,27.9,146,656000,88.0
165,659900,,,,,,,,,231.20,27.0,141,660000,88.2
166,663900,265.789868,251.582712,-88.566024,81.8714,81.8596,663.7540,711.3554,7.9079,248.89,28.9,135,664000,88.8
167,667900,276.381173,261.144557,-88.743060,82.2753,82.2580,634.0365,677.2290,5.2613,245.63,28.6,144,668000,89.4
168,671900,275.296406,261.705063,-89.159714,82.6112,82.6345,717.0737,780.0754,8.0270,247.11,28.7,137,672000,90.0
169,675900,277.844757,262.812758,-89.590374,83.0067,82.9998,721.6673,786.3899,9.6717,247.73,28.8,141,676000,90.6
170,679900,,,,,,,,,250.02,29.1,129,680000,90.8
171,683900,270.522588,256.695056,-90.387877,83.7258,83.7358,699.5768,729.6438,5.8190,268.01,31.0,132,684000,91.4
172,687900,269.385316,254.086845,-90.503160,84.0067,83.9861,718.2391,786.9843,4.4786,254.37,29.5,138,688000,92.0
173,691900,275.792997,261.377743,-91.293414,84.7382,84.7406,743.0910,803.5802,4.5121,245.87,28.6,143,692000,92.7
174,695900,286.464389,270.658699,-91.424766,84.7937,84.7842,705.7379,731.8863,5.6482,250.86,29.1,136,696000,93.3
175,699900,,,,,,,,,249.19,29.0,137,700000,93.5
176,703900,284.182428,268.935038,-92.176830,85.5299,85.5415,753.0049,796.6309,3.4375,256.30,29.8,136,704000,94.1
177,707900,276.752499,261.199389,-92.471271,85.9045,85.9090,760.3623,792.2641,4.5171,257.47,29.9,129,708000,94.7
178,711900,281.121829,265.747810,-92.992733,86.4667,86.4900,808.3841,881.0770,2.6437,261.06,30.3,141,712000,95.3
179,715900,281.875202,265.984651,-93.246017,86.8278,86.8225,743.7820,780.0635,7.8327,252.34,29.3,127,716000,95.9
180,719900,,,,,,,,,256.49,29.8,134,720000,96.1
181,723900,280.928728,266.574922,-93.747221,87.0289,87.0363,716.5912,769.8793,2.9944,256.18,29.7,139,724000,96.7
182,727900,281.228189,266.534359,-94.167479,87.5575,87.5480,727.9587,795.8837,3.1740,251.72,29.3,137,728000,97.3
183,731900,278.299132,263.013987,-95.031523,88.2936,88.3030,729.6185,812.8024,3.3393,250.13,29.1,129,732000,97.9
184,735900,287.447624,273.079548,-95.000128,88.4702,88.4634,816.5740,856.8730,4.5380,286.47,33.0,131,736000,98.5
185,739900,,,,,,,,,257.30,29.9,129,740000,98.7
186,743900,285.587896,270.114333,-95.403344,88.8819,88.8846,772.8763,838.9104,4.0665,260.47,30.2,129,744000,99.3
187,747900,287.318774,272.137220,-95.733181,89.1218,89.1168,806.6933,857.4188,5.7346,267.13,30.9,133,748000,99.9
188,751900,290.965884,275.250096,-96.669496,89.8155,89.8119,841.2250,934.4431,6.3227,264.16,30.6,127,752000,100.5
189,755900,287.402153,270.913165,-96.725784,89.9500,89.9542,844.8178,915.9888,10.8812,263.43,30.5,132,756000,101.1
190,759900,,,,,,,,,272.15,31.5,132,760000,101.3
191,763900,293.364481,277.494753,-97.380063,90.5091,90.4847,899.6674,971.6765,3.9752,256.93,29.8,134,764000,101.9
192,767900,289.474165,274.113965,-97.290244,90.7318,90.7467,824.5017,901.7558,3.8162,273.41,31.6,124,768000,102.5
193,771900,293.790232,278.030917,-97.819120,90.9109,90.9202,920.3347,990.5887,10.0389,278.57,32.1,121,772000,103.1
194,775900,302.260348,285.435242,-98.238468,91.5412,91.5391,918.0668,981.7807,7.6579,287.87,33.1,128,776000,103.7
195,779900,,,,,,,,,271.29,31.4,126,780000,103.9
196,783900,296.479236,280.372905,-98.509477,91.8763,91.8716,951.2282,996.9617,6.5375,266.96,30.9,126,784000,104.5
197,787900,297.207910,281.087710,-99.103111,92.3079,92.3082,832.0793,897.7134,8.0660,280.41,32.3,125,788000,105.2
198,791900,290.748027,274.951252,-99.311500,92.7057,92.7045,797.1336,869.5447,4.3220,270.41,31.3,129,792000,105.7
199,795900,294.322038,278.494500,-99.617032,92.7887,92.7930,850.6095,922.5955,5.3685,264.73,30.6,122,796000,106.3
200,799900,,,,,,,,,299.10,34.3,118,800000,106.5
201,803900,296.150195,279.403011,-100.139964,93.3999,93.3953,861.2380,942.8095,5.2807,279.16,32.2,126,804000,107.2
202,807900,296.163767,279.752031,-100.807081,93.9042,93.9002,936.0421,1003.6712,6.7566,285.37,32.9,121,808000,107.7
